Address,Name Tag
0xc6cde7c39eb2f0f0095f41570af89efc2c1ea828,Bitfinex
0xdcd0272462140d0a3ced6c4bf970c7641f08cd2c,Bitfinex
0x36a85757645e8e8aec062a1dee289c7d615901ca,Bitfinex
0x7727e5113d1d161373623e5f49fd568b4f543a9e,Bitfinex
xc61b9bb3a7a0767e3179713f3a5c7a9aedce193c,Bitfinex
0x539c92186f7c6cc4cbf443f26ef84c595babbca1,OKX(OKEx)
0x868dab0b8e21ec0a48b726a1ccf25826c78c6d7f,OKX(OKEx)
0xbfbbfaccd1126a11b8f84c60b09859f80f3bd10f,OKX(OKEx)
0x98ec059dc3adfbdd63429454aeb0c990fba4a128,OKX(OKEx)
0xa7efae728d2936e78bda97dc267687568dd593f3,OKX(OKEx)
0x2c8fbb630289363ac80705a1a61273f76fd5a161,OKX(OKEx)
0x313eb1c5e1970eb5ceef6aebad66b07c7338d369,OKX(OKEx)
0x9723b6d608d4841eb4ab131687a5d4764eb30138,OKX(OKEx)
0x96fdc631f02207b72e5804428dee274cf2ac0bcd,OKX(OKEx)
0x06d3a30cbb00660b85a30988d197b1c282c6dcb6,OKX(OKEx)
0x276cdba3a39abf9cedba0f1948312c0681e6d5fd,OKX(OKEx)
0xbda23b750dd04f792ad365b5f2a6f1d8593796f2,OKX(OKEx)
0x6cc5f688a315f3dc28a7781717a9a798a59fda7b,OKX(OKEx)
0x3d55ccb2a943d88d39dd2e62daf767c69fd0179f,OKX(OKEx)
0x7eb6c83ab7d8d9b8618c0ed973cbef71d1921ef2,OKX(OKEx)
0x68841a1806ff291314946eebd0cda8b348e73d6d,OKX(OKEx)
0x5041ed759dd4afc3a72b8192c143f72f4724081a,OKX(OKEx)
0x07cff3c78dc9bd2378b89b92f01254703861c2e4,OKX(OKEx)
0xbf94f0ac752c739f623c463b5210a7fb2cbb420b,OKX(OKEx)
0x236f9f97e0e62388479bf9e5ba4889e46b0273c3,OKX(OKEx)
0xf7858da8a6617f7c6d0ff2bcafdb6d2eedf64840,OKX(OKEx)
0x59fae149a8f8ec74d5bc038f8b76d25b136b9573,OKX(OKEx)
0xe95f6604a591f6ba33accb43a8a885c9c272108c,OKX(OKEx)
0xc3ae71fe59f5133ba180cbbd76536a70dec23d40,OKX(OKEx)
0x65a0947ba5175359bb457d3b34491edf4cbf7997,OKX(OKEx)
0xcbffcb2c38ecd19468d366d392ac0c1dc7f04bb6,OKX(OKEx)
0xf59869753f41db720127ceb8dbb8afaf89030de4,OKX(OKEx)
0x6fb624b48d9299674022a23d92515e76ba880113,OKX(OKEx)
0xc5451b523d5fffe1351337a221688a62806ad91a,OKX(OKEx)
0xc708a1c712ba26dc618f972ad7a187f76c8596fd,OKX(OKEx)
0x61edcdf5bb737adffe5043706e7c5bb1f1a56eea,Gemini
0xd24400ae8bfebb18ca49be86258a3c749cf46853,Gemini
0x5f65f7b609678448494de4c87521cdf6cef1e932,Gemini
0x6fc82a5fe25a5cdb58bc74600a40a69c065263f8,Gemini
0xda9dfa130df4de4673b89022ee50ff26f6ea73cf,Kraken
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,Kraken
0xe9f7ecae3a53d2a67105292894676b00d1fab785,Kraken
0x29728d0efd284d85187362faa2d4d76c2cfc2612,Kraken
0xae2d4617c862309a3d75a0ffb358c7a5009c673f,Kraken
0x66c57bf505a85a74609d2c83e94aabb26d691e1f,Kraken
0xc6bed363b30df7f35b601a5547fe56cd31ec63da,Kraken
0x43984d578803891dfa9706bdeee6078d80cfc79e,Kraken
0x2910543af39aba0cd09dbb2d50200b3e800a63d2,Kraken
0x53d284357ec70ce289d6d64134dfac8e511c8a3d,Kraken
0x0a869d79a7052c7f1b55a8ebabbea3420f0d1e13,Kraken
0xe853c56864a2ebe4576a807d26fdc4a0ada51919,Kraken
0x7f4edda6c8646580e68b93041b5476348eef0406,Kraken
0xfa52274dd61e1643d2205169732f29114bc240b3,Kraken
0xf89d7b9c864f589bbf53a82105107622b35eaa40,Bybit
0xee5b5b923ffce93a870b3104b7ca09c3db80047a,Bybit
0xa7a93fd0a276fc1c0197a5b5623ed117786eed06,Bybit
0x1db92e2eebc8e0c075a02bea49a2935bcd2dfcf4,Bybit
0xc882b111a75c0c657fc507c04fbfcd2cc984f071,gate.io
0x1c4b70a3968436b9a0a9cf5205c787eb81bb558c,gate.io
0x0d0707963952f2fba59dd06f2b425ace40b492fe,gate.io
0xd793281182a0e3e023116004778f45c29fc14f19,gate.io
0x7793cd85c11a924478d358d49b05b37e91b5810f,gate.io
0x7049e4343ce902240caedfd093559250ff890cef,gate.io
0xe134a754345582b113962cfa51b0dc036a1b04c5,gate.io
0xfeafae14aded9279afda58c4a3ac42fe7195e57f,gate.io
0xdb13fea8afd91f66bb99595aa2801599da1aed3f,gate.io
0x9ed8b706c99e6ebd80824130ed935f9b5d78f4e3,gate.io
0xe35973b0c5c831a7423342dbaebf555946fded4c,gate.io
0x5d8f42503ea6e7807daf04047aa749e43847be09,gate.io
0xff5566497750058c1b9a35229ab7ca8f50811912,gate.io
0x020142acd7f25281c0c5e0e90b6cce6ddaea3cd8,gate.io
0x249c4677896d969e2fec3ad2c405fb4be3bad4d2,gate.io
0xeb1d60a831a9b689a67f314afbf0d7f9e6ac911d,gate.io
0xe7872ffeddac12fb4b8579fbf390553415a99028,gate.io
0x127481c5ce4f9bb7cbdb6f8681ef27b21e953bd1,gate.io
0x1dbf7a573e5ff8e40e477510a7c43f633b0bee79,gate.io
0x6df6d4610e12fd9033f8c8329f443f201bd36ae1,gate.io
0x4add38ee5bf1e232707c543c880f34c61c158ea9,gate.io
0xc9b8ded010ddb547e334410fc04bb82420eaff06,gate.io
0xcffad3200574698b78f32232aa9d63eabd290703,Crypto.com Exchange
0x46340b20830761efd32832a74d7169b29feb9758,Crypto.com Exchange
0x6262998ced04146fa42253a5c0af90ca02dfd2a3,Crypto.com Exchange
0x7758e507850da48cd47df1fb5f875c23e3340c50,Crypto.com Exchange
0x72a53cdbbcc1b9efa39c834a540550e23463aacb,Crypto.com Exchange
0x55c005713bab8824efd9f5b41c55f8bbc815abcd,Crypto.com Exchange
0xa8e330039b67be5573afb388dc35214481c5cf81,Crypto.com Exchange
0xd6216fc19db775df9774a6e33526131da7d19a2c,KuCoin
0xb8e6d31e7b212b2b7250ee9c26c56cebbfbe6b23,KuCoin
0xf16e9b0d03470827a95cdfd0cb8a8a3b46969b91,KuCoin
0x738cf6903e6c4e699d1c2dd9ab8b67fcdb3121ea,KuCoin
0xcad621da75a66c7a8f4ff86d30a2bf981bfc8fdd,KuCoin
0xd89350284c7732163765b23338f2ff27449e0bf5,KuCoin
0xff651ead42b8eea0b9cb88edc92704ef6af372ce,KuCoin
0x899b5d52671830f567bf43a14684eb14e1f945fe,KuCoin
0xa1d8d972560c2f8144af871db508f0b0b10a3fbf,KuCoin
0x2b5634c42055806a59e9107ed44d43c426e58258,KuCoin
0x14ea40648fc8c1781d19363f5b9cc9a877ac2469,KuCoin
0x689c56aef474df92d44a1b70850f808488f9769c,KuCoin
0xec30d02f10353f8efc9601371f56e808751f396f,KuCoin
0x1692e170361cefd1eb7240ec13d048fd9af6d667,KuCoin
0x88bd4d3e2997371bceefe8d9386c6b5b4de60346,KuCoin
0x2a8c8b09bd77c13980495a959b26c1305166a57f,KuCoin
0x5db0e46744a321f7fe7e2e4a9ee0df2f5dd0c3e3,KuCoin
0xf43d7ebaad1efefb3e4df0c9d5766a112dce7dec,KuCoin
0x1e2fcfd26d36183f1a5d90f0e6296915b02bcb40,Coinone
0x167a9333bf582556f35bd4d16a7e80e191aa6476,Coinone
0x3cc936b795a188f0e246cbb2d74c5bd190aecf18,MEXC Global
0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,MEXC Global
0x0211f3cedbef3143223d3acf0e589747933e8527,MEXC Global
0xe70cde2c091569a09e7c1e335e20af302ab41339,MEXC Global
0x0162cd2ba40e23378bf0fd41f919e1be075f025f,MEXC Global
0x111cff45948819988857bbf1966a0399e0d1141e,bitFlyer
0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,Coinbase
0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase
0x3cd751e6b0078be393132286c442345e5dc49699,Coinbase
0xeb2629a2734e272bcc07bda959863f316f4bd4cf,Coinbase
0xddfabcdc4d8ffc6d5beaf154f18b778f892a0740,Coinbase
0x71660c4005ba85c37ccec55d0c4493e66fe775d3,Coinbase
0x503828976d22510aad0201ac7ec88293211d23da,Coinbase
0xa090e606e30bd747d4e6245a1517ebe430f0057e,Coinbase
0x6b76f8b1e9e59913bfe758821887311ba1805cab,Coinbase
0xd688aea8f7d450909ade10c47faa95707b0682d9,Coinbase
0x02466e547bfdab679fc49e96bbfc62b9747d997c,Coinbase
0xd03be958e6b8da2d28ac8231a2291d6e4f0a7ea7,Korbit
0xf0bc8fddb1f358cef470d63f96ae65b1d7914953,Korbit
0x2864de013415b6c2c7a96333183b20f0f9cc7532,Korbit
0x0c01089aedc45ab0f43467cceca6b4d3e4170bea,Korbit
0xd6e0f7da4480b3ad7a2c8b31bc5a19325355ca15,Korbit
0x59fba2e8595841dd2627703f4bb535c3b40a12e0,Korbit
0x8550e644d74536f1df38b17d5f69aa1bfe28ae86,Korbit
0x49e14f2d6839768bcc39ef0f60809f00eabbac69,Korbit
0x51d9914cb7f0c7d03075280d8f57eb0be6ee457e,Korbit
0x58e2201d8e1668597a37f4d6e701ff642dc2fa6d,Korbit
0xe6ae903bf00691d5996faba0c2ee7e7422a48ffe,Korbit
0x50cbe3772513706cee11548a13a1890f0a2996a0,Korbit
0x954818ae7d93dd682bec7823ee3406e3b4133028,Korbit
0x1167ed55a3a37f072d59217493117b07972aad7f,Korbit
0x1e4b147d4da3fdb73acc8428ddea638088451cdc,Korbit
0xe5d7ccc5fc3b3216c4dff3a59442f1d83038468c,Korbit
0x42992d123b02d213f58ddb72572cf48607be6348,Korbit
0xb7580490a51d3f48d451ba5f2dd79a835d266015,Korbit
0x434742703055bd20f42142d9d70b0735a5eb1b14,BingX
0xa1195f0d9b010f86633e1553f1286d74f80ef52b,BingX
0x74e7fd0b532f88cf8cc50922f7a8f51e3f320fa7,BingX
0xad8e5ceb7d77e10403be8430717c515273c31b8d,BingX
0x474ac5cb62d7acedc9990d4daafa0c39d9478fbb,BingX
0xd3d3a295be556cf8cef2a7ff4cda23d22c4627e8,BingX
0x4c766def136f59f6494f0969b1355882080cf8e0,Bitstamp
0x1522900b6dafac587d499a862861c0869be6e428,Bitstamp
0x00bdb5699745f5b860228c8f939abf1b9ae374ed,Bitstamp
0xc5b611f502a0dcf6c3188fd494061ae29b2baa4f,Bitstamp
0x059799f2261d37b829c2850cee67b5b975432271,Bitstamp
0x9a9bed3eb03e386d66f8a29dc67dc29bbb1ccb72,Bitstamp
0xf5bec430576ff1b82e44ddb5a1c93f6f9d0884f3,YoBit
0xc4d300019f587145cfd9b42875073b3ad4bb0296,YoBit
0x416299aade6443e6f6e8ab67126e65a7f606eef5,Luno
0xf60c2ea62edbfe808163751dd0d8693dcb30019c,Binance.US
0x61189da79177950a7272c88c6058b96d4bcd6be2,Binance.US
0x34ea4138580435b5a521e460035edb19df1938c1,Binance.US
0xef58321032cf693fa7e39f31e45cbc32f2092cb3,HitBTC
0x1c11ba15939e1c16ec7ca1678df6160ea2063bc5,HitBTC
0xed0245c53f69ebccdab3e39cf0013161a67bf296,HitBTC
0xa12431d0b9db640034b0cdfceef9cce161e62be4,HitBTC
0x9c67e141c0472115aa1b98bd0088418be68fd249,HitBTC
0x59a5208b32e627891c389ebafc644145224006e8,HitBTC
0xb77bd9fc4830a801d42bcd3ffdf2f8c079ecbe28,HitBTC
0x2d969d1a10833f207fdc74381979baa249146df3,HitBTC
0xa30d8157911ef23c46c0eb71889efe6a648a41f7,BigONE
0x88e343f4599292c2cffe683c1bb93cd3480bdbab,BigONE
0xd4dcd2459bb78d7a645aa7e196857d421b10d93f,BigONE
0x17bc58b788808dab201a9a90817ff3c168bf3d61,BigONE
0x7b597942beb6e3eb3a63880e2377ca10e9e2e8f8,FameEX
0x3584a2412da15245cf197d6400db5337a70c57a8,FameEX
0x91dca37856240e5e1906222ec79278b16420dc92,Indodax
0x3c02290922a3618a4646e3bbca65853ea45fe7c6,Indodax
0x9cbadd5ce7e14742f70414a6dcbd4e7bb8712719,Indodax
0xeea81c4416d71cef071224611359f6f99a4c4294,BitMEX
0x6cc8dcbca746a6e4fdefb98e1d0df903b107fd21,Bitrue
0x878d587be19cd44c203ec5e90d9ca3724c4d2c3d,Bitrue
0xab83d182f3485cf1d6ccdd34c7cfef95b4c08da4,Binance JEX
0xf7d13c7dbec85ff86ee815f6dcbb3dedac78ca49,Phemex
0xe03c23519e18d64f144d2800e30e81b0065c48b5,Mercatox
0xc21a1d213f64fedea3415737cce2be37eb59be81,Fastex
0x85e1de87a7575c6581f7930f857a3813b66a14d8,Fastex
0x390de26d772d2e2005c6d1d24afc902bae37a4bb,Upbit
0xba826fec90cefdf6706858e5fbafcb27a290fbe0,Upbit
0x5e032243d507c743b061ef021e2ec7fcc6d3ab89,Upbit
0x03747f06215b44e498831da019b27f53e483599f,Upbit
0xceae7673553c90d0a3cd1a494da35ede63910cbf,CoinSwitch
0x3506a6ccc61d4d2046b79969020a5af79010b4a6,CoinSwitch
0x7d3f7a3842f18873c769a42f92f51f091954211c,CoinSwitch
0x250b05e1e0dd20a876e369a16441e714e3d9f436,CoinSwitch
0x294b9b133ca7bc8ed2cdd03ba661a4c6d3a834d9,CoinSwitch
0x252d1375ca8f8a4ca59f1e7635f8fd7c4a78031e,CoinSwitch
0x17a678c673fbb5b2f3294ef35e18c0ef8cc3e64f,CoinSwitch
0x4346910075e50a442931d698d41ebe6965a584b1,CoinSwitch
0x4cd3aa96836c133c9b9f27dafa7baf744d57404d,CoinSwitch
0x758e2c2d1a362e2b3e613545e48285b03581ef43,CoinSwitch
0xc0eb873cd81d47d290ff7b6ad49280f6fd9cfb2b,CoinSwitch
0xe627b3e5591a713e3c23af6fc4eba2f313fdf489,CoinSwitch
0xe6b936b7640afa9242d1a714e50ee823e1be140f,CoinSwitch
0x3fbe1f8fc5ddb27d428aa60f661eaaab0d2000ce,Bithumb
0x3052cd6bf951449a984fe4b5a38b46aef9455c8e,Bithumb
0x8fa8af91c675452200e49b4683a33ca2e1a34e42,Bithumb
0x2140efd7ba31169c69dfff6cdc66c542f0211825,Bithumb
0x558553d54183a8542f7832742e7b4ba9c33aa1e6,Bithumb
0x090ba5af8284ebe16fccfc6c0be8fbefcf23d365,Bithumb
0x15878e87c685f866edfaf454be6dc06fa517b35b,Bithumb
0x186549a4ae594fc1f70ba4cffdac714b405be3f9,Bithumb
0x31d03f07178bcd74f9099afebd23b0ae30184ab5,Bithumb
0x88d34944cf554e9cccf4a24292d891f620e9c94f,Bithumb
0xa0ff1e0f30b5dda2dc01e7e828290bc72b71e57d,Bithumb
0xc1da8f69e4881efe341600620268934ef01a3e63,Bithumb
0xd273bd546b11bd60214a2f9d71f22a088aafe31b,Bithumb
0xed48dc0628789c2956b1e41726d062a86ec45bff,Bithumb
0xd0a174b1ff551d63ed0823ae743bbe9bc204b0f0,Dex-Trade
0x72e5263ff33d2494692d7f94a758aa9f82062f73,ProBit Global
0xf71afe21cd32959113fc47ae2ef886b43a9413d5,ProBit Global
0x18709e89bd403f470088abdacebe86cc60dda12e,HTX
0xb6bc437708a398cda5627224bb8b88bcd1e88d8f,HTX
0xa929022c9107643515f5c777ce9a910f0d1e490c,HTX
0x229b5c097f9b35009ca1321ad2034d4b3d5070f6,HTX
0x0511509a39377f1c6c78db4330fbfcc16d8a602f,HTX
0x1205e4f0d2f02262e667fd72f95a68913b4f7462,HTX
0x0a98fb70939162725ae66e626fe4b52cff62c2e5,HTX
0x46705dfff24256421a05d056c29e81bdc09723b8,HTX
0x1062a747393198f70f71ec65a582423dba7e5ab3,HTX
0xab5c66752a9e8167967685f1450532fb96d5d24f,HTX
0x5c985e89dde482efe97ea9f1950ad149eb73829b,HTX
0x28ffe35688ffffd0659aee2e34778b0ae4e193ad,HTX
0xcac725bef4f114f728cbcfd744a731c2a463c3fc,HTX
0xadb2b42f6bd96f5c65920b9ac88619dce4166f94,HTX
0xfdb16996831753d5331ff813c29a93c76834a0ad,HTX
0xe93381fb4c4f14bda253907b18fad305d799241a,HTX
0xfa4b5be3f2f84f56703c42eb22142744e95a2c58,HTX
0xeee28d484628d41a82d01e21d12e2e78d69920da,HTX
0x30741289523c2e4d2a62c7d6722686d14e723851,HTX
0x6748f50f686bfbca6fe8ad62b22228b87f31ff2b,HTX
0x0c6c34cdd915845376fb5407e0895196c9dd4eec,HTX
0x1b93129f05cc2e840135aab154223c75097b69bf,HTX
0x956e0dbecc0e873d34a5e39b25f364b2ca036730,HTX
0x9a755332d874c893111207b0b220ce2615cd036f,HTX
0xc837f51a0efa33f8eca03570e3d01a4b2cf97ffd,HTX
0xe3314bbf3334228b257779e28228cfb86fa4261b,HTX
0xeb6d43fe241fb2320b5a3c9be9cdfd4dd8226451,HTX
0xf66852bc122fd40bfecc63cd48217e88bda12109,HTX
0xeec606a66edb6f497662ea31b5eb1610da87ab5f,HTX
0xf056f435ba0cc4fcd2f1b17e3766549ffc404b94,HTX
0xd7b9a9b2f665849c4071ad5af77d8c76aa30fb32,Exmo
0x0db79bbb99defc2356d82848a459a5a13869eb3f,Exmo
0x1fd6267f0d86f62d88172b998390afee2a1f54b6,Exmo
0xa910f92acdaf488fa6ef02174fb86208ad7722ba,Poloniex
0xb794f5ea0ba39494ce839613fffba74279579268,Poloniex
0x6f803466bcd17f44fa18975bf7c509ba64bf3825,Poloniex
0x48d466b7c0d32b61e8a82cd2bcf060f7c3f966df,Poloniex
0x65f9b2e4d7aaeb40ffea8c6f5844d5ad7da257e0,Poloniex
0xab11204cfeaccffa63c2d23aef2ea9accdb0a0d5,Poloniex
0x0536806df512d6cdde913cf95c9886f65b1d3462,Poloniex
0xfbf2173154f7625713be22e0504404ebfe021eae,Poloniex
0x36b01066b7fa4a0fdb2968ea0256c848e9135674,Poloniex
0x8d451ae5ee8f557a9ce7a9d7be8a8cb40002d5cb,Poloniex
0xead6be34ce315940264519f250d8160f369fa5cd,Poloniex
0x32be343b94f860124dc4fee278fdcbd38c102d88,Poloniex
0x6795cf8eb25585eadc356ae32ac6641016c550f2,Poloniex
0x31a2feb9b5d3b5f4e76c71d6c92fc46ebb3cb1c1,Poloniex
0xc0e30823e5e628df8bc9bf2636a347e1512f0ecb,Poloniex
0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,Poloniex
0x2fa2bc2ce6a4f92952921a4caa46b3727d24a1ec,Poloniex
0x6b71834d65c5c4d8ed158d54b47e6ea4ff4e5437,Poloniex
0xaa9fa73dfe17ecaa2c89b39f0bb2779613c5fc3b,Poloniex
0xbd2ec7c608a06fe975dbdca729e84dedb34ecc21,Poloniex
0xad840a2b569188d49245fcd7bde71167d77df6c0,JuCoin
0x09b1806df13062b5f653beda6998972cabcf7009,8V Global Exchange
0xf73c3c65bde10bf26c2e1763104e609a41702efe,Bibox
0x7891b20c690605f4e370d6944c8a5dbfac5a451c,LATOKEN
0x0861fca546225fbf8806986d211c8398f7457734,LATOKEN
0x1619d743d7dc612e99d5d94ebd6b9695d46f0bf3,BTSE
0xde279a5cd86860cd3d039aa1b74bc29e74cabb12,BTSE
0xbd8ef191caa1571e8ad4619ae894e07a75de0c35,Paribu
0x2bb97b6cf6ffe53576032c11711d59bd056830ee,Paribu
0x9ba3560231e3e0ad7dde23106f5b98c72e30b468,Bilaxy
0xf7793d27a1b76cdf14db7c83e82c772cf7c92910,Bilaxy
0xe79eef9b9388a4ff70ed7ec5bccd5b928ebb8bd1,BitMart
0x68b22215ff74e3606bd5e6c1de8c2d68180c85f7,BitMart
0x618ffd1cdabee36ce5992a857cc7463f21272bd7,WazirX
0x659ba341542ed9c25eca5fd7dae3659385956360,XT
0xe74638bff8e7e332c08c239407fa68324acf8dee,XT
0x2a1dcbdf3fc17c7263529aa7fb1f90e3d4624ed2,Klickl(IDCM)
0x2b2b0cf3d1bc4a776c512e7f374991fd9ca3eb34,Klickl(IDCM)
0xc5565200eb6a428451d53280b49c4488f74ac14d,Klickl(IDCM)
0x8b2b3d18230661157d399226686d91b2fc340a30,Klickl(IDCM)
0xa8b4e06fa1a93211422d0f4f12747a832dbbd286,Klickl(IDCM)
0xc86f08c4f6aec029ece7e56d1d302dfdcf2ec41d,Klickl(IDCM)
0x3613ef1125a078ef96ffc898c4ec28d73c5b8c52,Tidex
0x0a73573cf2903d2d8305b1ecb9e9730186a312ae,Tidex
0x0be1cef9d45f6621eb083f0a0e4b2261618938d8,Remitano
0x2819c144d5946404c0516b6f817a960db37d4929,Remitano
0xd0b02a49b0768302f407cb28d813dae1761baefa,Remitano
0xedbb72e6b3cf66a792bff7faac5ea769fe810517,Liquid
0x7abe0ce388281d2acf297cb089caef3819b13448,FTX US
0x53eb3ea47643e87e8f25dd997a37b3b5260e7336,CoinEx
0xb9ee1e551f538a464e8f8c41e9904498505b49b0,CoinEx
0x521db06bf657ed1d6c98553a70319a8ddbac75a3,CREX24
0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,SushiSwap
0x2fdbadf3c4d5a8666bc06645b8358ab803996e28,Uniswap (V2）
0x00000000219ab540356cbb839cbe05303d7705fa,Beacon Deposit Contract
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether
0x49048044d57e1c92a77f79988d21fa8faf74e97e,Base: Base Portal
0x40b38765696e3d5d8d9d834d8aad4bb6e418e489,Robinhood
0x8315177ab297ba92a06054ce80a67ed4dbd7ed3a,Arbitrum: Bridge
0x0e58e8993100f1cbe45376c410f97f4893d9bfcd,Upbit 41
0xbeb5fc579115071764c7423a4f12edde41f106ed,Optimism: Portal
0xe92d1a43df510f82c66382592a047d288f85226f,Bitfinex 19
0x3bfc20f0b9afcace800d73d2191166ff16540258,Polkadot: MultiSig
0x8103683202aa8da10536036edef04cdd865c225e,Bitfinex 20
0x2b6ed29a95753c3ad948348e3e7b1a251080ffb9,Rain Lohmus
0x220866b1a2219f40e72f5c628b65d54268ca3a9d,Vb 3
0x73af3bcf944a6559933396c1577b257e2054d935,Robinhood 6
0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,EthDev
0x94dbf04e273d87e6d9bed68c616f43bf86560c74,Kraken 75
0xd3a22590f8243f8e83ac230d1842c9af0404c4a1,Ceffu: Custody Hot Wallet 2
0x5b5b69f4e0add2df5d2176d7dbd20b4897bc7ec4,QuadrigaCX 4
0x835678a611b28684005a5e2233695fb6cbbb0007,Binance 70
0x8484ef722627bf18ca5ae6bcf031c23e6e922b30,Polygon (Matic): Ether Bridge
0x8696e84ab5e78983f2456bcb5c199eea9648c8c2,Coincheck Cold 2
0xa7c0d36c4698981fab42a7d8c783674c6fe2592d,Binance 74
0x109be9d7d5f64c8c391ced3a8f69bdef20fcaea9,Kraken 74
0xa160cdab225685da1d56aa342ad8841c3b53f291,Tornado.Cash: 100 ETH
0xd19d4b5d358258f05d7b411e21a1460d11b0876f,Linea: L1 Message Service
0x376c3e5547c68bc26240d8dcc6729fff665a4448,Iconomi: MultiSig 1
0xdf9eb223bafbe5c5271415c75aecd68c21fe3d7f,Liquity: Active Pool
0x3727cfcbd85390bb11b3ff421878123adb866be8,Bitbank 2
0xae0ee0a63a2ce6baeeffe56e7714fb4efe48d419,Starknet: StarkGate ETH Bridge
0xb3764761e297d6f121e79c32a65829cd1ddb4d32,Multisig Exploit Hacker
0xbf4ed7b27f1d666546e30d74d50d173d20bca754,WithdrawDAO
0x755cdba6ae4f479f7164792b318b2a06c759833b,ExtraBalDaoWithdraw
0x1e143b2588705dfea63a17f2032ca123df995ce0,QuadrigaCX 5
0x77b2043768d28e9c9ab44e1abfc95944bce57931,Stargate: Pool Native
0x3bc643a841915a267ee067b580bd802a66001c1d,BTC Markets 1
0x52e86988bd07447c596e9b0c7765f8500113104c,Mixin Network Exploiter 1
0x1342a001544b8b7ae4a5d374e33114c66d78bd5f,Gatecoin Hacker 2
0xd4914762f9bd566bd0882b71af5439c0476d2ff6,Gatecoin Hacker 1
0x5770815b0c2a09a43c9e5aecb7e2f3886075b605,SwissBorg 1
0xb10edd6fa6067dba8d4326f1c8f0d1c791594f13,Bitpanda 5
0x6e29f75b0350fd0e85ee34a21ef94767b0186996,Stake.com 3
0xac0f906e433d58fa868f936e8a43230473652885,StakeWise: Genesis Vault
0x6130611f7a65deb930bd0c0825af88078fcced43,Bitstamp 21
0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,Compound: cETH Token
